OBJECT_ID,F_INFO_WINDCODE,F_INFO_FRONT_CODE,F_INFO_BACKEND_CODE,F_INFO_FULLNAME,F_INFO_NAME,F_INFO_CORP_FUNDMANAGEMENTCOMP,F_INFO_CUSTODIANBANK,F_INFO_FIRSTINVESTTYPE,F_INFO_SETUPDATE,F_INFO_MATURITYDATE,F_ISSUE_TOTALUNIT,F_INFO_MANAGEMENTFEERATIO,F_INFO_CUSTODIANFEERATIO,CRNY_CODE,F_INFO_PTMYEAR,F_ISSUE_OEF_STARTDATEINST,F_ISSUE_OEF_DNDDATEINST,F_INFO_PARVALUE,F_INFO_TRUSTTYPE,F_INFO_TRUSTEE,F_PCHREDM_PCHSTARTDATE,F_INFO_REDMSTARTDATE,F_INFO_MINBUYAMOUNT,F_INFO_EXPECTEDRATEOFRETURN,F_INFO_ISSUINGPLACE,F_INFO_BENCHMARK,F_INFO_STATUS,F_INFO_RESTRICTEDORNOT,F_INFO_STRUCTUREDORNOT,F_INFO_EXCHMARKET,F_INFO_FIRSTINVESTSTYLE,F_INFO_ISSUEDATE,F_INFO_TYPE,F_INFO_ISINITIAL,F_INFO_PINYIN,F_INFO_INVESTSCOPE,F_INFO_INVESTOBJECT,F_INFO_INVESTCONCEPTION,F_INFO_DECISION_BASIS,IS_INDEXFUND,F_INFO_DELISTDATE,F_INFO_CORP_FUNDMANAGEMENTID,F_INFO_CUSTODIANBANKID,MAX_NUM_HOLDER,MAX_NUM_COLTARGET,INVESTSTRATEGY,RISK_RETURN,F_PCHREDM_PCHMINAMT,F_PCHREDM_PCHMINAMT_EX,F_INFO_LISTDATE,F_INFO_ANNDATE,F_CLOSED_OPERATION_PERIOD,F_CLOSED_OPERATION_INTERVAL,F_INFO_REGISTRANT,F_PERSONAL_STARTDATEIND,F_PERSONAL_ENDDATEIND,F_INFO_FUND_ID,F_SALES_SERVICE_RATE,F_INVESTMENT_AREA,CLOSE_INSTITU_OEF_DOWN,CLOSE_INSTITU_OEF_UP,S_FELLOW_DISTOR,F_PERSONAL_SUBTYPE,CLOSE_INSTITU_SUBTYPE,F_INVESTMENT_AREA_DESC,CUSTODY_ENDDATE,FORINS_CUSTODIAN,LISTEDFUNDORNOT,SEC_ID,OPDATE,OPMODE
{3BD93C43-EB26-4A2A-AF65-150842FAECE3},510050.SH,510050,,上证50交易型开放式指数证券投资基金,上证50ETF华夏,华夏基金,中国工商银行,股票型,20041230,,54.3533130600,0.1500,0.0500,CNY,,20041129,20041224,1.0000,,,20050223,20050223,0.100000,,,上证50指数,101001000,,,SSE,被动指数型,20041129,契约型开放式,1,hxszwletf,"本基金主要投资于标的指数成份股,备选成份股.为更好地实现投资目标,基金还可投资于非成份股(含创业板及其他中国证监会注册或核准上市的股票),债券(包括国债,央行票据,金融债券,企业债券,公司债券,中期票据,短期融资券,超短期融资券,次级债券,地方政府债券,可转换债券,可交换债券及其他经中国证监会允许投资的债券),衍生品(包括股指期货,股票期权),资产支持证券,货币市场工具(含同业存单,债券回购等),银行存款以及法律法规或中国证监会允许基金投资的其他金融工具.本基金还可根据法律法规的规定参与融资及转融通证券出借业务.法律法规或监管机构允许基金投资其他品种的(包括但不限于股指期权等金融衍生品),基金管理人在履行适当程序后,可以将其纳入投资范围.本基金投资范围中的股票包含存托凭证.通常情况下,本基金投资于标的指数成份股和备选成份股的比例不低于基金资产净值的90%,本基金在每个交易日日终在扣除股指期货和股票期权合约需缴纳的交易保证金后,应当保持不低于交易保证金一倍的现金.其中,现金不包括结算备付金,存出保证金,应收申购款等.","紧密跟踪标的指数,追求跟踪偏离度和跟踪误差最小化。","中国经济和资本市场将长期快速增长,指数化投资可以以最低的成本和较低的风险获得市场平均水平的长期回报。标的指数具有良好的市场代表性、流动性与蓝筹特征,通过完全复制法实现跟踪偏离度和跟踪误差最小化,可以满足投资者多种投资需求。",有关法律、法规、基金合同和标的指数的相关规定是基金管理人运用基金财产的决策依据。,1,,2002194,2002176,,,本基金主要采取完全复制法，即完全按照标的指数的成份股组成及其权重构建基金股票投资组合，并根据标的指数成份股及其权重的变动而进行相应调整。但在因特殊情况(如流动性不足)导致无法获得足够数量的股票时，基金管理人将搭配使用其他合理方法进行适当的替代。1、决策依据有关法律、法规、基金合同和标的指数的相关规定是基金管理人运用基金财产的决策依据。2、投资程序研究、决策、组合构建、交易、评估、组合维护的有机配合共同构成了本基金的投资管理程序。严格的投资管理程序可以保证投资理念的正确执行，避免重大风险的发生。(1)研究：基金经理小组、研究人员依托公司整体研究平台，整合外部信息以及券商等外部研究力量的研究成果开展指数跟踪、成份股公司行为等相关信息的搜集与分析、流动性分析、误差及其归因分析等工作，撰写研究报告，作为基金投资决策的重要依据。(2)投资决策：投资决策委员会依据研究报告，定期召开或遇重大事项时召开投资决策会议，决策相关事项。基金经理小组根据投资决策委员会的决议，每日进行基金投资管理的日常决策。(3)组合构建：根据标的指数，结合研究报告，基金经理小组以完全复制指数成份股权重方法构建组合。在追求跟踪误差和偏离度最小化的前提下，基金经理小组将采取适当的方法，以降低买入成本、控制投资风险。(4)交易执行：交易管理部负责具体的交易执行，同时履行一线监控的职责。(5)投资绩效评估：风险管理部定期和不定期对基金进行投资绩效评估，并提供相关报告。绩效评估能够确认组合是否实现了投资预期、组合误差的来源及投资策略成功与否，基金经理小组可以据此检讨投资策略，进而调整投资组合。(6)组合监控与调整：基金经理小组将跟踪标的指数变动，结合成份股基本面情况、流动性状况、基金申购和赎回的现金流量情况以及组合投资绩效评估的结果，对投资组合进行监控和调整，密切跟踪标的指数。基金管理人在确保基金份额持有人利益的前提下有权根据环境变化和实际需要对上述投资程序做出调整，并在基金招募说明书及其更新中公告。,"本基金属股票基金,风险与收益高于混合基金、债券基金与货币市场基金。本基金为指数型基金,采用完全复制策略,跟踪上证50指数,是股票基金中风险较低、收益中等的产品。",90.0000,,20050223,20241120,,,0J33ACD980,20041129,20041224,0tP4461E8B,,,0.100000,9999.9000,37267.0000,"网上现金认购,网下现金认购,网下股票认购","网上现金认购,网下现金认购,网下股票认购",,,,1,S10937,2026-07-24,1
