F_INFO_WINDCODE,PRICE_DATE,F_NAV_UNIT,F_NAV_ACCUMULATED,F_NAV_ADJUSTED,IS_EXDIVIDENDDATE,F_NAV_DISTRIBUTION
510050.SH,20160727,2.21900000,2.97100000,3.17560786,0,0.2910
510050.SH,20160728,2.20900000,2.96000000,3.16129687,0,0.2910
510050.SH,20160729,2.20000000,2.94900000,3.14841699,0,0.2910
510050.SH,20160801,2.19200000,2.93900000,3.13696820,0,0.2910
510050.SH,20160802,2.19300000,2.94100000,3.13839930,0,0.2910
510050.SH,20160803,2.19000000,2.93700000,3.13410600,0,0.2910
510050.SH,20160804,2.18800000,2.93500000,3.13124380,0,0.2910
510050.SH,20160805,2.19500000,2.94300000,3.14126149,0,0.2910
510050.SH,20160808,2.20600000,2.95600000,3.15700358,0,0.2910
510050.SH,20160809,2.22200000,2.97500000,3.17990116,0,0.2910
510050.SH,20160810,2.21700000,2.96900000,3.17274566,0,0.2910
510050.SH,20160811,2.22600000,2.98000000,3.18562555,0,0.2910
510050.SH,20160812,2.27200000,3.03400000,3.25145609,0,0.2910
510050.SH,20160815,2.33700000,3.11100000,3.34447750,0,0.2910
510050.SH,20160816,2.30700000,3.07600000,3.30154454,0,0.2910
510050.SH,20160817,2.30300000,3.07100000,3.29582014,0,0.2910
510050.SH,20160818,2.29400000,3.06000000,3.28294026,0,0.2910
510050.SH,20160819,2.30100000,3.06900000,3.29295795,0,0.2910
510050.SH,20160822,2.28800000,3.05300000,3.27435367,0,0.2910
510050.SH,20160823,2.29300000,3.05900000,3.28150916,0,0.2910
510050.SH,20160824,2.28300000,3.04700000,3.26719817,0,0.2910
510050.SH,20160825,2.27300000,3.03500000,3.25288719,0,0.2910
510050.SH,20160826,2.27100000,3.03300000,3.25002499,0,0.2910
510050.SH,20160829,2.26500000,3.02600000,3.24143840,0,0.2910
510050.SH,20160830,2.27500000,3.03800000,3.25574938,0,0.2910
510050.SH,20160831,2.28400000,3.04800000,3.26862927,0,0.2910
510050.SH,20160901,2.27200000,3.03400000,3.25145609,0,0.2910
510050.SH,20160902,2.28100000,3.04500000,3.26433598,0,0.2910
510050.SH,20160905,2.28100000,3.04500000,3.26433598,0,0.2910
510050.SH,20160906,2.28500000,3.05000000,3.27006037,0,0.2910
510050.SH,20160907,2.28900000,3.05400000,3.27578476,0,0.2910
510050.SH,20160908,2.28900000,3.05400000,3.27578476,0,0.2910
510050.SH,20160909,2.28200000,3.04600000,3.26576707,0,0.2910
510050.SH,20160912,2.25300000,3.01200000,3.22426521,0,0.2910
510050.SH,20160913,2.24600000,3.00300000,3.21424752,0,0.2910
510050.SH,20160914,2.22900000,2.98300000,3.18991885,0,0.2910
510050.SH,20160919,2.24200000,2.99900000,3.20852313,0,0.2910
510050.SH,20160920,2.23600000,2.99200000,3.19993654,0,0.2910
510050.SH,20160921,2.24000000,2.99600000,3.20566093,0,0.2910
510050.SH,20160922,2.25300000,3.01200000,3.22426521,0,0.2910
510050.SH,20160923,2.24900000,3.00700000,3.21854082,0,0.2910
510050.SH,20160926,2.22100000,2.97400000,3.17847006,0,0.2910
510050.SH,20160927,2.23000000,2.98400000,3.19134994,0,0.2910
510050.SH,20160928,2.22000000,2.97300000,3.17703896,0,0.2910
510050.SH,20160929,2.22900000,2.98300000,3.18991885,0,0.2910
510050.SH,20160930,2.23100000,2.98600000,3.19278104,0,0.2910
510050.SH,20161010,2.25700000,3.01600000,3.22998961,0,0.2910
510050.SH,20161011,2.26300000,3.02400000,3.23857620,0,0.2910
510050.SH,20161012,2.25500000,3.01400000,3.22712741,0,0.2910
510050.SH,20161013,2.25600000,3.01500000,3.22855851,0,0.2910
510050.SH,20161014,2.26400000,3.02500000,3.24000730,0,0.2910
510050.SH,20161017,2.24700000,3.00500000,3.21567862,0,0.2910
510050.SH,20161018,2.27700000,3.04000000,3.25861158,0,0.2910
510050.SH,20161019,2.27500000,3.03800000,3.25574938,0,0.2910
510050.SH,20161020,2.27700000,3.04000000,3.25861158,0,0.2910
510050.SH,20161021,2.29500000,3.06100000,3.28437136,0,0.2910
510050.SH,20161024,2.32500000,3.09700000,3.32730431,0,0.2910
510050.SH,20161025,2.32100000,3.09200000,3.32157992,0,0.2910
510050.SH,20161026,2.31100000,3.08000000,3.30726893,0,0.2910
510050.SH,20161027,2.30400000,3.07200000,3.29725124,0,0.2910
510050.SH,20161028,2.30800000,3.07700000,3.30297564,0,0.2910
510050.SH,20161031,2.30400000,3.07200000,3.29725124,0,0.2910
510050.SH,20161101,2.31800000,3.08900000,3.31728662,0,0.2910
510050.SH,20161102,2.29900000,3.06600000,3.29009575,0,0.2910
510050.SH,20161103,2.32800000,3.10000000,3.33159761,0,0.2910
510050.SH,20161104,2.32600000,3.09800000,3.32873541,0,0.2910
510050.SH,20161107,2.33100000,3.10400000,3.33589091,0,0.2910
510050.SH,20161108,2.33600000,3.11000000,3.34304640,0,0.2910
510050.SH,20161109,2.31800000,3.08900000,3.31728662,0,0.2910
510050.SH,20161110,2.34400000,3.11900000,3.35449519,0,0.2910
510050.SH,20161111,2.36300000,3.14200000,3.38168606,0,0.2910
510050.SH,20161114,2.37200000,3.15300000,3.39456595,0,0.2910
510050.SH,20161115,2.36500000,3.14400000,3.38454826,0,0.2910
510050.SH,20161116,2.36400000,3.14300000,3.38311716,0,0.2910
510050.SH,20161117,2.37100000,3.15100000,3.39313485,0,0.2910
510050.SH,20161118,2.36100000,3.14000000,3.37882387,0,0.2910
510050.SH,20161121,2.38900000,3.17300000,3.41889463,0,0.2910
510050.SH,20161122,2.40700000,3.19400000,3.44465440,0,0.2910
510050.SH,20161123,2.41500000,3.20300000,3.45610319,0,0.2910
510050.SH,20161124,2.42300000,3.21300000,3.46755198,0,0.2910
510050.SH,20161125,2.44900000,3.24400000,3.50476054,0,0.2910
510050.SH,20161128,2.45800000,3.25400000,3.51764043,0,0.2910
510050.SH,20161129,2.44300000,3.29900000,3.57322060,1,0.3440
510050.SH,20161130,2.42100000,3.27300000,3.54104260,0,0.3440
510050.SH,20161201,2.43200000,3.28600000,3.55713160,0,0.3440
510050.SH,20161202,2.41800000,3.27000000,3.53665469,0,0.3440
510050.SH,20161205,2.37700000,3.22100000,3.47668660,0,0.3440
510050.SH,20161206,2.37000000,3.21300000,3.46644815,0,0.3440
510050.SH,20161207,2.37800000,3.22200000,3.47814924,0,0.3440
510050.SH,20161208,2.38000000,3.22500000,3.48107451,0,0.3440
510050.SH,20161209,2.41200000,3.26300000,3.52787888,0,0.3440
510050.SH,20161212,2.38900000,3.23500000,3.49423824,0,0.3440
510050.SH,20161213,2.37400000,3.21800000,3.47229869,0,0.3440
510050.SH,20161214,2.36200000,3.20300000,3.45474706,0,0.3440
510050.SH,20161215,2.31200000,3.14400000,3.38161524,0,0.3440
510050.SH,20161216,2.30500000,3.13600000,3.37137679,0,0.3440
510050.SH,20161219,2.29500000,3.12400000,3.35675042,0,0.3440
510050.SH,20161220,2.28300000,3.11000000,3.33919879,0,0.3440
510050.SH,20161221,2.30000000,3.13000000,3.36406361,0,0.3440
510050.SH,20161222,2.29500000,3.12400000,3.35675042,0,0.3440
510050.SH,20161223,2.28200000,3.10900000,3.33773615,0,0.3440
510050.SH,20161226,2.29800000,3.12800000,3.36113833,0,0.3440
510050.SH,20161227,2.29000000,3.11800000,3.34943724,0,0.3440
510050.SH,20161228,2.28100000,3.10800000,3.33627351,0,0.3440
510050.SH,20161229,2.27800000,3.10400000,3.33188561,0,0.3440
510050.SH,20161230,2.29000000,3.11800000,3.34943724,0,0.3440
510050.SH,20161231,2.29000000,3.11800000,3.34943724,0,0.3440
510050.SH,20170103,2.31000000,3.14200000,3.37868997,0,0.3440
510050.SH,20170104,2.32400000,3.15800000,3.39916688,0,0.3440
510050.SH,20170105,2.32500000,3.16000000,3.40062951,0,0.3440
510050.SH,20170106,2.31200000,3.14400000,3.38161524,0,0.3440
510050.SH,20170109,2.32100000,3.15500000,3.39477897,0,0.3440
510050.SH,20170110,2.31500000,3.14800000,3.38600315,0,0.3440
510050.SH,20170111,2.30300000,3.13400000,3.36845151,0,0.3440
510050.SH,20170112,2.29800000,3.12800000,3.36113833,0,0.3440
510050.SH,20170113,2.31100000,3.14300000,3.38015260,0,0.3440
510050.SH,20170116,2.34000000,3.17700000,3.42256906,0,0.3440
510050.SH,20170117,2.33200000,3.16800000,3.41086797,0,0.3440
510050.SH,20170118,2.34500000,3.18300000,3.42988224,0,0.3440
510050.SH,20170119,2.33700000,3.17400000,3.41818115,0,0.3440
510050.SH,20170120,2.34900000,3.18800000,3.43573279,0,0.3440
510050.SH,20170123,2.34900000,3.18800000,3.43573279,0,0.3440
510050.SH,20170124,2.35400000,3.19400000,3.44304597,0,0.3440
510050.SH,20170125,2.36000000,3.20100000,3.45182179,0,0.3440
510050.SH,20170126,2.36500000,3.20700000,3.45913497,0,0.3440
510050.SH,20170203,2.34100000,3.17900000,3.42403170,0,0.3440
510050.SH,20170206,2.34500000,3.18300000,3.42988224,0,0.3440
510050.SH,20170207,2.33900000,3.17600000,3.42110642,0,0.3440
510050.SH,20170208,2.34700000,3.18600000,3.43280751,0,0.3440
510050.SH,20170209,2.35500000,3.19500000,3.44450860,0,0.3440
510050.SH,20170210,2.36800000,3.21100000,3.46352288,0,0.3440
510050.SH,20170213,2.37900000,3.22400000,3.47961188,0,0.3440
510050.SH,20170214,2.37300000,3.21600000,3.47083606,0,0.3440
510050.SH,20170215,2.37200000,3.21500000,3.46937342,0,0.3440
510050.SH,20170216,2.37700000,3.22100000,3.47668660,0,0.3440
510050.SH,20170217,2.36300000,3.20500000,3.45620970,0,0.3440
510050.SH,20170220,2.39300000,3.24000000,3.50008879,0,0.3440
510050.SH,20170221,2.39600000,3.24400000,3.50447669,0,0.3440
510050.SH,20170222,2.39700000,3.24500000,3.50593933,0,0.3440
510050.SH,20170223,2.38700000,3.23300000,3.49131297,0,0.3440
510050.SH,20170224,2.38900000,3.23500000,3.49423824,0,0.3440
510050.SH,20170227,2.37000000,3.21300000,3.46644815,0,0.3440
510050.SH,20170228,2.37000000,3.21300000,3.46644815,0,0.3440
510050.SH,20170301,2.37100000,3.21400000,3.46791079,0,0.3440
510050.SH,20170302,2.35500000,3.19500000,3.44450860,0,0.3440
510050.SH,20170303,2.34700000,3.18600000,3.43280751,0,0.3440
510050.SH,20170306,2.35000000,3.18900000,3.43719542,0,0.3440
510050.SH,20170307,2.35600000,3.19600000,3.44597124,0,0.3440
510050.SH,20170308,2.35800000,3.19900000,3.44889651,0,0.3440
510050.SH,20170309,2.34600000,3.18500000,3.43134488,0,0.3440
510050.SH,20170310,2.33900000,3.17600000,3.42110642,0,0.3440
510050.SH,20170313,2.35400000,3.19400000,3.44304597,0,0.3440
510050.SH,20170314,2.35400000,3.19400000,3.44304597,0,0.3440
510050.SH,20170315,2.35700000,3.19800000,3.44743388,0,0.3440
510050.SH,20170316,2.36800000,3.21100000,3.46352288,0,0.3440
510050.SH,20170317,2.34600000,3.18500000,3.43134488,0,0.3440
510050.SH,20170320,2.34900000,3.18800000,3.43573279,0,0.3440
510050.SH,20170321,2.35600000,3.19600000,3.44597124,0,0.3440
510050.SH,20170322,2.33700000,3.17400000,3.41818115,0,0.3440
510050.SH,20170323,2.34600000,3.18500000,3.43134488,0,0.3440
510050.SH,20170324,2.36400000,3.20600000,3.45767233,0,0.3440
510050.SH,20170327,2.36300000,3.20500000,3.45620970,0,0.3440
510050.SH,20170328,2.35500000,3.19500000,3.44450860,0,0.3440
510050.SH,20170329,2.35200000,3.19200000,3.44012070,0,0.3440
510050.SH,20170330,2.34600000,3.18500000,3.43134488,0,0.3440
510050.SH,20170331,2.35900000,3.20000000,3.45035915,0,0.3440
510050.SH,20170405,2.38300000,3.22800000,3.48546242,0,0.3440
510050.SH,20170406,2.38900000,3.23500000,3.49423824,0,0.3440
510050.SH,20170407,2.38700000,3.23300000,3.49131297,0,0.3440
510050.SH,20170410,2.37800000,3.22200000,3.47814924,0,0.3440
510050.SH,20170411,2.38100000,3.22600000,3.48253715,0,0.3440
510050.SH,20170412,2.37700000,3.22100000,3.47668660,0,0.3440
510050.SH,20170413,2.36700000,3.20900000,3.46206024,0,0.3440
510050.SH,20170414,2.35400000,3.19400000,3.44304597,0,0.3440
510050.SH,20170417,2.35600000,3.19600000,3.44597124,0,0.3440
510050.SH,20170418,2.33600000,3.17300000,3.41671851,0,0.3440
510050.SH,20170419,2.32400000,3.15800000,3.39916688,0,0.3440
510050.SH,20170420,2.33400000,3.17000000,3.41379324,0,0.3440
510050.SH,20170421,2.34600000,3.18500000,3.43134488,0,0.3440
510050.SH,20170424,2.34000000,3.17700000,3.42256906,0,0.3440
510050.SH,20170425,2.34300000,3.18100000,3.42695697,0,0.3440
510050.SH,20170426,2.34300000,3.18100000,3.42695697,0,0.3440
510050.SH,20170427,2.35000000,3.18900000,3.43719542,0,0.3440
510050.SH,20170428,2.34500000,3.18300000,3.42988224,0,0.3440
510050.SH,20170502,2.33500000,3.17200000,3.41525588,0,0.3440
510050.SH,20170503,2.32800000,3.16300000,3.40501742,0,0.3440
510050.SH,20170504,2.32400000,3.15800000,3.39916688,0,0.3440
510050.SH,20170505,2.31900000,3.15300000,3.39185370,0,0.3440
510050.SH,20170508,2.32500000,3.16000000,3.40062951,0,0.3440
510050.SH,20170509,2.31600000,3.14900000,3.38746579,0,0.3440
510050.SH,20170510,2.32300000,3.15700000,3.39770424,0,0.3440
510050.SH,20170511,2.33800000,3.17500000,3.41964379,0,0.3440
510050.SH,20170512,2.37300000,3.21600000,3.47083606,0,0.3440
510050.SH,20170515,2.37900000,3.22400000,3.47961188,0,0.3440
510050.SH,20170516,2.37900000,3.22400000,3.47961188,0,0.3440
510050.SH,20170517,2.36100000,3.20200000,3.45328442,0,0.3440
510050.SH,20170518,2.35200000,3.19200000,3.44012070,0,0.3440
510050.SH,20170519,2.35900000,3.20000000,3.45035915,0,0.3440
510050.SH,20170522,2.37900000,3.22400000,3.47961188,0,0.3440
510050.SH,20170523,2.40900000,3.25900000,3.52349097,0,0.3440
510050.SH,20170524,2.40400000,3.25300000,3.51617779,0,0.3440
510050.SH,20170525,2.47100000,3.33300000,3.61417442,0,0.3440
510050.SH,20170526,2.46800000,3.32900000,3.60978651,0,0.3440
510050.SH,20170531,2.47600000,3.33800000,3.62148760,0,0.3440
510050.SH,20170601,2.49300000,3.35900000,3.64635242,0,0.3440
510050.SH,20170602,2.47200000,3.33400000,3.61563706,0,0.3440
510050.SH,20170605,2.44700000,3.30400000,3.57907115,0,0.3440
510050.SH,20170606,2.46300000,3.32300000,3.60247333,0,0.3440
510050.SH,20170607,2.48000000,3.34300000,3.62733815,0,0.3440
510050.SH,20170608,2.50300000,3.37000000,3.66097878,0,0.3440
510050.SH,20170609,2.51600000,3.38600000,3.67999306,0,0.3440
510050.SH,20170612,2.51800000,3.38800000,3.68291833,0,0.3440
510050.SH,20170613,2.51200000,3.38100000,3.67414251,0,0.3440
510050.SH,20170614,2.48400000,3.34800000,3.63318869,0,0.3440
510050.SH,20170615,2.46800000,3.32900000,3.60978651,0,0.3440
510050.SH,20170616,2.46400000,3.32400000,3.60393597,0,0.3440
510050.SH,20170619,2.49600000,3.36200000,3.65074033,0,0.3440
510050.SH,20170620,2.48600000,3.35000000,3.63611397,0,0.3440
510050.SH,20170621,2.50900000,3.37700000,3.66975460,0,0.3440
510050.SH,20170622,2.52900000,3.40100000,3.69900733,0,0.3440
510050.SH,20170623,2.54100000,3.41500000,3.71655897,0,0.3440
510050.SH,20170626,2.55500000,3.43200000,3.73703587,0,0.3440
510050.SH,20170627,2.56700000,3.44600000,3.75458751,0,0.3440
510050.SH,20170628,2.55000000,3.42600000,3.72972269,0,0.3440
510050.SH,20170629,2.56600000,3.44500000,3.75312487,0,0.3440
510050.SH,20170630,2.56300000,3.44100000,3.74873697,0,0.3440
510050.SH,20170703,2.54800000,3.42400000,3.72679742,0,0.3440
510050.SH,20170704,2.52400000,3.39500000,3.69169415,0,0.3440
510050.SH,20170705,2.56200000,3.44000000,3.74727433,0,0.3440
510050.SH,20170706,2.57100000,3.45100000,3.76043806,0,0.3440
510050.SH,20170707,2.56700000,3.44600000,3.75458751,0,0.3440
510050.SH,20170710,2.57700000,3.45800000,3.76921387,0,0.3440
510050.SH,20170711,2.60400000,3.49000000,3.80870506,0,0.3440
510050.SH,20170712,2.60000000,3.48500000,3.80285451,0,0.3440
510050.SH,20170713,2.64000000,3.53300000,3.86135996,0,0.3440
510050.SH,20170714,2.66400000,3.56100000,3.89646324,0,0.3440
510050.SH,20170717,2.67300000,3.57200000,3.90962696,0,0.3440
510050.SH,20170718,2.66600000,3.56300000,3.89938851,0,0.3440
510050.SH,20170719,2.70100000,3.60500000,3.95058078,0,0.3440
510050.SH,20170720,2.70900000,3.61400000,3.96228187,0,0.3440
510050.SH,20170721,2.68300000,3.58300000,3.92425333,0,0.3440
510050.SH,20170724,2.69900000,3.60200000,3.94765551,0,0.3440
510050.SH,20170725,2.68700000,3.58800000,3.93010387,0,0.3440
510050.SH,20170726,2.68000000,3.58000000,3.91986542,0,0.3440
510050.SH,20170727,2.68200000,3.58200000,3.92279069,0,0.3440
510050.SH,20170728,2.68200000,3.58200000,3.92279069,0,0.3440
510050.SH,20170731,2.68300000,3.58300000,3.92425333,0,0.3440
510050.SH,20170801,2.72800000,3.63700000,3.99007196,0,0.3440
510050.SH,20170802,2.72800000,3.63700000,3.99007196,0,0.3440
510050.SH,20170803,2.69300000,3.59500000,3.93887969,0,0.3440
510050.SH,20170804,2.67500000,3.57400000,3.91255224,0,0.3440
510050.SH,20170807,2.68100000,3.58100000,3.92132805,0,0.3440
510050.SH,20170808,2.68300000,3.58300000,3.92425333,0,0.3440
510050.SH,20170809,2.66800000,3.56600000,3.90231378,0,0.3440
510050.SH,20170810,2.65900000,3.55500000,3.88915005,0,0.3440
510050.SH,20170811,2.61800000,3.50700000,3.82918196,0,0.3440
510050.SH,20170814,2.64000000,3.53300000,3.86135996,0,0.3440
510050.SH,20170815,2.65400000,3.54900000,3.88183687,0,0.3440
510050.SH,20170816,2.64300000,3.53600000,3.86574787,0,0.3440
510050.SH,20170817,2.65200000,3.54700000,3.87891160,0,0.3440
510050.SH,20170818,2.66300000,3.56000000,3.89500060,0,0.3440
510050.SH,20170821,2.66600000,3.56300000,3.89938851,0,0.3440
510050.SH,20170822,2.69300000,3.59500000,3.93887969,0,0.3440
510050.SH,20170823,2.71000000,3.61500000,3.96374451,0,0.3440
510050.SH,20170824,2.69600000,3.59900000,3.94326760,0,0.3440
510050.SH,20170825,2.75700000,3.67100000,4.03248842,0,0.3440
510050.SH,20170828,2.78800000,3.70800000,4.07783014,0,0.3440
510050.SH,20170829,2.79000000,3.71000000,4.08075542,0,0.3440
510050.SH,20170830,2.77900000,3.69700000,4.06466642,0,0.3440
510050.SH,20170831,2.76500000,3.68100000,4.04418951,0,0.3440
510050.SH,20170901,2.76100000,3.67600000,4.03833896,0,0.3440
510050.SH,20170904,2.76500000,3.68100000,4.04418951,0,0.3440
510050.SH,20170905,2.78300000,3.70200000,4.07051696,0,0.3440
510050.SH,20170906,2.76800000,3.68400000,4.04857742,0,0.3440
510050.SH,20170907,2.74500000,3.65700000,4.01493678,0,0.3440
510050.SH,20170908,2.73900000,3.65000000,4.00616096,0,0.3440
510050.SH,20170911,2.72700000,3.63600000,3.98860933,0,0.3440
510050.SH,20170912,2.74500000,3.65700000,4.01493678,0,0.3440
510050.SH,20170913,2.74000000,3.65100000,4.00762360,0,0.3440
510050.SH,20170914,2.72500000,3.63300000,3.98568405,0,0.3440
510050.SH,20170915,2.72100000,3.62800000,3.97983351,0,0.3440
510050.SH,20170918,2.72600000,3.63400000,3.98714669,0,0.3440
510050.SH,20170919,2.72300000,3.63100000,3.98275878,0,0.3440
510050.SH,20170920,2.71500000,3.62100000,3.97105769,0,0.3440
510050.SH,20170921,2.72800000,3.63700000,3.99007196,0,0.3440
510050.SH,20170922,2.73200000,3.64100000,3.99592251,0,0.3440
510050.SH,20170925,2.73300000,3.64300000,3.99738514,0,0.3440
510050.SH,20170926,2.73300000,3.64300000,3.99738514,0,0.3440
510050.SH,20170927,2.71500000,3.62100000,3.97105769,0,0.3440
510050.SH,20170928,2.71500000,3.62100000,3.97105769,0,0.3440
510050.SH,20170929,2.72600000,3.63400000,3.98714669,0,0.3440
510050.SH,20170930,2.72600000,3.63400000,3.98714669,0,0.3440
510050.SH,20171009,2.74600000,3.65800000,4.01639942,0,0.3440
