TABLE_SCHEMA,TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,COLUMN_TYPE,IS_NULLABLE,COLUMN_KEY,COLUMN_COMMENT
financedata,coptiondescriptionchange,2,S_INFO_WINDCODE,varchar(40),YES,MUL,
financedata,coptiondescriptionchange,3,S_CHANGE_DATE,varchar(8),YES,,
financedata,coptiondescriptionchange,4,S_INFO_CODE_OLD,varchar(20),YES,,
financedata,coptiondescriptionchange,5,S_INFO_NAME_OLD,varchar(40),YES,,
financedata,coptiondescriptionchange,6,S_EXERCISE_PRICE_OLD,"decimal(20,4)",YES,,
financedata,coptiondescriptionchange,7,S_UNIT_OLD,"decimal(20,4)",YES,,
financedata,coptiondescriptionchange,8,S_INFO_CODE_NEW,varchar(20),YES,,
financedata,coptiondescriptionchange,9,S_INFO_NAME_NEW,varchar(40),YES,,
financedata,coptiondescriptionchange,10,S_EXERCISE_PRICE_NEW,"decimal(20,4)",YES,,
financedata,coptiondescriptionchange,11,S_UNIT_NEW,"decimal(20,4)",YES,,
