OBJECT_ID,TRADE_DAYS,S_INFO_EXCHMARKET,OPDATE,OPMODE
{39346C4B-C18C-11EF-9729-FC3497BE4F7D},20250715,SHN,2024-12-24,0
{53685F9D-C18C-11EF-9729-FC3497BE4F7D},20250715,SZN,2024-12-24,0
{64E42ECD-A50B-11EC-9643-4CCC6AC17B9F},20250715,SZSE,2022-03-16,0
{7B1B3676-79CA-11ED-9560-D45D64F207D2},20250715,BSE,2022-12-12,0
{E7EEA456-A504-11EC-9643-4CCC6AC17B9F},20250715,SSE,2022-03-16,0
